938307  10
3422127 10
3845285 10
23650   5
706807  5
3278270 10
138133  9
23653   12
2762540 10
6136231 10
2377168 12
1912594 5
3052009 10
5169425 13
2802961 10
2134997 10
10874281        10
565181  5
2031893 13
1690833 7
2917894 10
8728330 10
22514   1
3691550 10
396939  13
1138707 7
63935   5
22511   5
9737935 10
34216   10
902586  10
183159  10
7675311 10
1400512 13
25780   7
183150  10
1036139 10
8       2
183156  10
8000186 10
1799116 7
7365397 7
9342475 10
2687573 7
340734  5
2428100 7
2340404 10
390420  7
9426715 10
3287893 10
9371073 7
1083416 10
11187023        10
11292032        10
431245  10
183162  10
829575  10
203075  10
7174732 10
2147672 10
739036  10
3376911 10
6182402 5
9187563 10
129510  9
5734744 4
2116002 13
75567   10
4267838 5
23624   10
63914   13
1121640 10
4116180 10
23621   10
5140515 7
1403768 13
2653879 13
2997325 12
1056536 10
3272188 10
63909   9
1815701 10
1136581 10
4629994 10
2360137 6
896272  10
972139  7
1435624 7
9737989 10
3690057 12
4297914 12
2724136 10
1029889 10
2653801 10
9315613 10
6281264 10
1423202 10
9326237 7
984711  10
2731645 13
409777  10
968540  7
1181989 10
112807  9
1259488 10
1401680 10
2031857 7
9186096 7
11292937        10
46625   10
9548411 10
46628   10
5211148 7
35708   10
1350632 13
3533040 7
2218578 3
3758766 10
6090038 10
558963  10
968555  10
11577336        10
668272  10
100779  10
2433294 10
1981591 10
2037656 7
46635   10
1981584 10
4125751 10
46632   10
6550589 7
4087750 10
2668786 10
431292  10
3244348 5
251343  10
3284661 12
696578  7
9609145 10
1311384 12
2292628 10
984750  7
5418282 10
3647954 10
3668291 10
4125760 10
1234768 7
1878800 13
1732338 10
6012195 10
1095857 7
10430895        10
251331  10
1546765 7
528341  4
10230354        13
3279797 10
718969  10
251339  10
2687520 10
9372570 7
1768557 10
6568914 7
640023  10
251368  10
3991966 12
3956170 10
8262980 10
896223  10
139260  10
7159579 10
251370  10
1028715 13
7173699 10
1233206 5
3376965 10
1434124 7
6277848 7
35752   5
2233465 10
8993826 10
2875888 7
886737  13
3040464 10
512396  13
5449921 7
510254  10
3719298 10
251355  10
6639875 10
528360  10
2028007 7
6510453 10
3288906 10
577576  7
4122952 7
5949954 7
593554  10
4696700 10
6909018 10
1088974 10
39643   10
112829  13
968561  7
9722975 10
10431993        10
6639888 10
4320845 10
585372  10
1231766 13
1231768 10
22585   7
6968373 10
1475376 13
136091  10
867543  10
399946  10
934215  7
112818  5
214581  10
3730848 12
6182491 10
6287135 7
6484392 5
251373  10
5161202 10
1088986 10
6637633 12
251380  4
2131978 10
3334596 7
2714914 10
22574   10
2195957 4
4087784 5
1876700 10
1360084 10
2034584 10
9646732 10
10644974        10
11165837        10
3581461 10
5169461 10
6711693 7
1829460 12
438340  10
452934  7
438341  10
1296465 10
139219  7
2259810 10
1669779 13
435478  12
3209812 10
1050588 10
939874  10
1259408 7
22562   5
922374  10
4725843 10
1755933 10
438339  10
4394888 10
2987831 9
1650004 10
572216  10
1912540 10
2269316 10
452923  10
5803449 10
139209  7
696509  10
3581458 7
2291134 13
6653472 10
3740597 10
3040417 7
884481  10
1231757 7
402612  10
972120  10
10579887        10
6567440 10
510220  10
2241861 10
209278  10
1690817 10
8732415 10
139238  5
24682   5
3157677 10
6135121 10
983600  7
9728946 7
2291103 10
22540   7
10106234        10
22542   6
1862943 10
853672  10
721154  10
1137604 10
1677075 5
1677076 10
9846269 10
889826  10
1913971 10
1167348 13
2801842 7
1690805 10
435479  7
2797529 10
452907  13
1261453 10
3178358 10
4588897 10
1238967 13
1467193 12
554775  5
5803467 10
22534   6
139237  5
22536   7
2709839 10
399992  7
7173603 10
439816  10
684020  10
6126929 10
2644011 7
68028   13
1953597 7
976757  13
9170747 10
67415   7
389261  13
1261392 10
8361006 7
933100  10
1654526 12
38540   7
654543  6
9844330 10
1896855 5
1123878 10
3638369 5
1300346 7
2583031 10
8694946 10
8988884 10
74468   10
1431653 10
1111814 5
1222329 10
8361017 7
227991  10
68012   13
180471  10
2184757 7
550124  10
2029124 7
397796  10
3193217 13
1467244 10
11231726        7
916351  10
1897978 10
1569467 7
10789879        10
2890794 10
917402  7
2284779 10
74435   10
188623  10
2556371 10
24755   5
7475981 10
74438   10
581054  13
1986902 10
139305  7
6270790 10
1184898 10
2252311 10
4840573 7
3762251 13
715736  12
6337979 16
495305  10
495308  10
8361041 10
114683  6
402503  10
4193748 10
903781  7
2251433 10
1558676 10
9498316 10
139323  4
1244027 10
74449   10
24768   6
37469   5
81164   10
1300361 10
106627  6
139317  7
8361039 10
398828  10
37460   13
3946634 10
2217551 7
4193753 10
2583087 10
878392  10
412401  7
684063  10
4115076 10
6989175 10
4033018 10
515416  10
5117687 10
11558527        10
3157742 10
1135430 10
1080676 10
6818771 5
7050151 10
728376  10
412419  12
5459603 10
74428   10
24746   4
1654553 10
143489  10
2039899 10
412413  10
74426   10
10789869        10
867560  10
924558  10
2158175 10
6567385 10
402573  13
1761246 10
2602428 10
2252302 10
1402744 10
1402747 10
227952  10
68048   10
595770  10
1230289 7
4109187 10
937680  10
2830500 10
577474  13
924526  7
9113531 7
1165160 10
5139267 10
402561  7
5161125 10
1829530 13
11528624        7
9093190 10
2818945 10
5791548 10
34196   7
34197   6
4051654 10
4305880 7
435533  10
3732392 7
495344  7
3846353 5
581094  10
4287177 10
1301890 10
6510343 10
402545  3
4869296 10
4874974 10
888770  10
5117693 7
888768  4
8305531 7
550105  5
2902513 10
68034   13
1149056 7
401490  13
967066  7
729465  9
526104  5
215571  7
5571122 10
2450906 10
9398346 7
3120440 10
8612259 10
5501451 7
668231  10
3631287 10
10698086        10
2239122 10
650168  7
81114   10
431183  10
890660  10
8109906 10
34178   5
2819856 10
3058462 7
34183   10
1885595 10
1926101 10
3372565 10
4698940 10
1402706 10
924508  10
933173  13
2077398 7
516503  10
522903  10
431192  10
11242538        10
4802613 7
2770935 7
5354516 10
2117537 10
722646  7
1165128 10
6224670 10
11579579        10
3207682 10
500840  10
3096866 10
5792634 10
4880929 10
137255  7
394733  10
3023139 7
522911  7
1136501 10
4257346 10
565243  10
815926  7
3193274 10
6707724 10
2304684 7
25800   7
4304316 7
1765381 10
6038081 10
2212981 10
1392634 10
1765387 10
823700  10
551677  10
401466  10
3194730 10
910741  10
4230979 10
4367437 10
137262  7
1323898 13
3017213 10
518782  10
519955  10
519954  10
650132  5
3106892 10
10326464        12
6676908 10
172099  10
6197359 10
4012260 7
2075280 10
2714896 7
967022  7
10376764        10
4050145 10
5194346 10
34139   10
5131066 13
81150   10
11435256        10
1173507 13
11242584        10
75543   7
1367219 5
2758087 10
998643  7
9947648 10
81157   7
5353013 7
1036104 10
3253964 10
1086774 10
2197432 10
10195270        10
120113  7
262166  10
2044107 7
2129951 7
25879   7
7503949 10
9342371 10
143402  10
8425057 10
2153398 10
599165  10
1029804 10
394727  13
916320  9
917450  7
4435071 10
2073050 3
685568  10
599126  10
8447017 10
401433  7
129427  7
398855  13
6238445 7
7112935 7
38563   7
11593031        10
9849212 7
3229738 10
481641  10
1909808 10
1434095 16
114650  10
662597  10
81137   10
3106877 10
401427  10
1014911 7
8728309 10
1878753 7
2159287 10
1367244 10
1776989 10
2379841 10
110605  10
961572  7
120132  7
67425   7
1112922 7
1121710 7
1432722 10
38557   7
10123738        10
518745  10
81128   10
97977   5
441280  9
2319574 7
1389006 10
2679261 10
1976140 7
8777825 10
2888593 13
6012046 7
9737844 10
129642  10
90539   10
9342597 10
812609  10
1194011 10
1029705 10
3680618 8
2258825 10
697945  13
251420  10
5441708 10
1299912 7
90541   10
7347538 10
2815545 7
3475762 10
1703417 10
2709764 13
10625146        10
194121  10
2066124 13
7345328 10
512446  10
3400090 6
1308899 7
3836719 10
971133  7
90528   10
11558399        10
90530   10
3401944 10
4217065 10
585414  10
203184  10
3486137 7
1200216 10
968614  12
10721852        5
120066  7
1082071 12
120069  7
2241713 10
2144502 7
34349   13
2770778 10
39700   10
11265568        10
1424773 10
512414  10
46776   10
3389748 10
4702437 10
5485685 10
481658  10
1435531 7
2975330 7
6636676 7
577614  7
2908625 10
1903037 10
697964  10
1131041 10
888905  6
4217056 10
1401533 13
361467  7
1260012 10
1200207 10
1401539 10
1228051 10
4720912 7
390317  10
4348412 10
9737819 10
6111592 10
1669681 10
6586685 7
